50Hz-Actual,50Hz-Forecast,AMP-Actual,AMP-Forecast,AT-Actual,AT-Forecast,PL-Actual,PL-Forecast,TBW-Actual,TBW-Forecast,TTG-Actual,TTG-Forecast,TTGf-Actual,TTGf-Forecast,50Hzf-Actual,50Hzf-Forecast,FR-Actual,FR-Forecast,FRf-Actual,FRf-Forecast
"1 231,0","1 267,0","1 194,0","1 036,0","1 428,0","1 100,0","486,0","481,0","120,0","117,0","1 165,0","1 195,0","280,0","398,0","3,0","5,0","9 372,0","9 528,0","1 194,0","1 208,0"
"1 177,0","1 233,0","1 179,0","1 042,0","1 380,0","1 072,0","474,0","486,0","109,0","118,0","1 158,0","1 196,0","347,0","434,0","2,0","5,0","9 224,0","9 528,0","1 186,0","1 208,0"
"1 106,0","1 193,0","1 171,0","1 064,0","1 320,0","1 040,0","477,0","489,0","100,0","106,0","1 147,0","1 199,0","386,0","437,0","0,0","4,0","9 147,0","9 444,0","1 167,0","1 198,0"
"1 062,0","1 143,0","1 168,0","1 073,0","1 244,0","1 020,0","470,0","500,0","102,0","97,0","1 141,0","1 184,0","420,0","423,0","0,0","4,0","9 082,0","9 444,0","1 118,0","1 198,0"
"1 010,0","1 107,0","1 181,0","1 076,0","1 140,0","968,0","445,0","490,0","99,0","88,0","1 106,0","1 160,0","451,0","430,0","0,0","5,0","9 065,0","9 444,0","1 071,0","1 198,0"
"970,0","1 062,0","1 220,0","1 073,0","1 040,0","940,0","431,0","472,0","85,0","87,0","1 049,0","1 147,0","497,0","478,0","0,0","6,0","9 112,0","9 444,0","1 058,0","1 198,0"
"941,0","1 032,0","1 252,0","1 068,0","976,0","908,0","423,0","459,0","78,0","83,0","1 026,0","1 120,0","559,0","501,0","0,0","6,0","9 124,0","9 347,0","1 013,0","1 188,0"
"915,0","1 016,0","1 235,0","1 060,0","912,0","884,0","412,0","426,0","78,0","70,0","990,0","1 078,0","655,0","507,0","0,0","6,0","9 151,0","9 347,0","1 060,0","1 188,0"
"889,0","999,0","1 199,0","1 053,0","832,0","868,0","396,0","389,0","70,0","64,0","954,0","1 018,0","662,0","509,0","0,0","6,0","9 178,0","9 347,0","1 028,0","1 188,0"
"863,0","984,0","1 178,0","1 042,0","808,0","856,0","402,0","372,0","57,0","62,0","923,0","961,0","649,0","537,0","0,0","6,0","9 195,0","9 347,0","1 051,0","1 188,0"
"829,0","969,0","1 168,0","1 155,0","808,0","832,0","389,0","394,0","46,0","54,0","909,0","935,0","647,0","565,0","0,0","6,0","9 255,0","9 307,0","1 091,0","1 175,0"
"801,0","957,0","1 145,0","1 148,0","744,0","816,0","392,0","391,0","37,0","45,0","886,0","891,0","641,0","596,0","0,0","6,0","9 336,0","9 307,0","1 109,0","1 175,0"
"753,0","943,0","1 131,0","1 143,0","720,0","808,0","406,0","379,0","33,0","37,0","863,0","873,0","642,0","590,0","0,0","5,0","9 442,0","9 307,0","1 091,0","1 175,0"
"728,0","925,0","1 105,0","1 139,0","704,0","796,0","412,0","371,0","34,0","30,0","821,0","851,0","619,0","583,0","0,0","5,0","9 481,0","9 307,0","1 093,0","1 175,0"
"717,0","918,0","1 079,0","1 134,0","700,0","784,0","403,0","385,0","31,0","26,0","791,0","856,0","616,0","585,0","0,0","5,0","9 464,0","9 320,0","1 120,0","1 140,0"
"702,0","911,0","1 023,0","1 135,0","672,0","760,0","402,0","391,0","28,0","29,0","774,0","852,0","599,0","584,0","0,0","5,0","9 376,0","9 320,0","1 088,0","1 140,0"
"670,0","903,0","971,0","1 137,0","648,0","748,0","411,0","405,0","24,0","28,0","750,0","848,0","535,0","559,0","0,0","5,0","9 333,0","9 320,0","1 077,0","1 140,0"
"649,0","892,0","930,0","1 140,0","616,0","736,0","445,0","411,0","19,0","26,0","742,0","820,0","455,0","556,0","0,0","5,0","9 314,0","9 320,0","992,0","1 140,0"
"623,0","891,0","901,0","1 146,0","604,0","724,0","484,0","426,0","15,0","23,0","765,0","816,0","437,0","555,0","0,0","4,0","9 355,0","9 284,0","941,0","1 110,0"
"603,0","900,0","886,0","1 149,0","632,0","708,0","509,0","458,0","12,0","21,0","790,0","805,0","456,0","560,0","0,0","4,0","9 402,0","9 284,0","921,0","1 110,0"
"612,0","909,0","882,0","1 153,0","684,0","676,0","513,0","485,0","10,0","18,0","827,0","811,0","464,0","523,0","0,0","4,0","9 457,0","9 284,0","903,0","1 110,0"
"607,0","929,0","878,0","1 158,0","720,0","660,0","480,0","503,0","11,0","16,0","848,0","842,0","436,0","490,0","0,0","4,0","9 490,0","9 284,0","941,0","1 110,0"
"629,0","953,0","908,0","975,0","752,0","648,0","459,0","485,0","9,0","16,0","870,0","899,0","389,0","475,0","0,0","3,0","9 484,0","9 343,0","1 005,0","1 091,0"
"657,0","990,0","931,0","989,0","736,0","636,0","447,0","460,0","9,0","12,0","902,0","933,0","345,0","490,0","0,0","3,0","9 434,0","9 343,0","1 043,0","1 091,0"
"702,0","1 032,0","966,0","1 002,0","724,0","620,0","451,0","443,0","10,0","13,0","964,0","959,0","322,0","480,0","0,0","3,0","9 403,0","9 343,0","1 126,0","1 091,0"
"747,0","1 079,0","1 006,0","1 010,0","708,0","608,0","468,0","411,0","12,0","14,0","1 056,0","992,0","317,0","475,0","0,0","3,0","9 440,0","9 343,0","1 202,0","1 091,0"
"798,0","1 123,0","1 063,0","1 009,0","704,0","592,0","508,0","379,0","14,0","15,0","1 127,0","1 039,0","296,0","464,0","0,0","3,0","9 515,0","9 163,0","1 201,0","1 138,0"
"834,0","1 158,0","1 092,0","1 009,0","700,0","584,0","535,0","416,0","18,0","17,0","1 195,0","1 124,0","272,0","456,0","0,0","3,0","9 620,0","9 163,0","1 278,0","1 138,0"
"882,0","1 193,0","1 081,0","1 017,0","716,0","572,0","594,0","407,0","22,0","20,0","1 258,0","1 237,0","261,0","443,0","0,0","3,0","9 651,0","9 163,0","1 207,0","1 138,0"
"987,0","1 240,0","1 118,0","1 024,0","716,0","560,0","611,0","398,0","30,0","24,0","1 365,0","1 300,0","277,0","459,0","0,0","3,0","9 669,0","9 163,0","1 192,0","1 138,0"
"1 060,0","1 281,0","1 164,0","1 030,0","704,0","548,0","631,0","383,0","33,0","27,0","1 456,0","1 354,0","337,0","482,0","0,0","3,0","9 639,0","9 349,0","1 299,0","1 179,0"
"1 083,0","1 299,0","1 225,0","1 035,0","660,0","520,0","643,0","363,0","45,0","30,0","1 572,0","1 400,0","367,0","512,0","0,0","3,0","9 538,0","9 349,0","1 309,0","1 179,0"
"1 114,0","1 307,0","1 257,0","1 037,0","616,0","492,0","648,0","343,0","51,0","34,0","1 696,0","1 456,0","423,0","539,0","0,0","3,0","9 257,0","9 349,0","1 266,0","1 179,0"
"1 115,0","1 323,0","1 218,0","1 036,0","552,0","464,0","636,0","323,0","55,0","37,0","1 776,0","1 506,0","443,0","565,0","0,0","3,0","8 860,0","9 349,0","1 239,0","1 179,0"
"1 121,0","1 097,0","1 233,0","1 037,0","516,0","436,0","590,0","280,0","54,0","40,0","1 853,0","1 550,0","531,0","596,0","0,0","0,0","8 420,0","9 299,0","1 032,0","1 143,0"
"1 075,0","1 050,0","1 161,0","1 014,0","488,0","396,0","516,0","231,0","49,0","41,0","1 878,0","1 547,0","552,0","629,0","0,0","1,0","7 983,0","9 299,0","985,0","1 143,0"
"949,0","989,0","1 066,0","991,0","524,0","356,0","448,0","184,0","41,0","41,0","1 810,0","1 527,0","549,0","659,0","0,0","1,0","7 599,0","9 299,0","980,0","1 143,0"
"783,0","901,0","857,0","969,0","532,0","316,0","405,0","139,0","35,0","41,0","1 465,0","1 498,0","483,0","695,0","0,0","1,0","7 301,0","9 299,0","970,0","1 143,0"
"640,0","794,0","801,0","906,0","580,0","284,0","365,0","114,0","30,0","40,0","1 458,0","1 411,0","572,0","732,0","0,0","1,0","7 090,0","7 463,0","956,0","1 135,0"
"573,0","670,0","685,0","819,0","600,0","292,0","353,0","103,0","25,0","33,0","1 217,0","1 208,0","617,0","763,0","0,0","1,0","6 994,0","7 463,0","889,0","1 135,0"
"547,0","564,0","543,0","731,0","664,0","300,0","342,0","92,0","14,0","26,0","966,0","1 034,0","605,0","793,0","0,0","1,0","6 886,0","7 463,0","854,0","1 135,0"
"516,0","476,0","438,0","667,0","732,0","312,0","364,0","81,0","13,0","19,0","738,0","893,0","589,0","825,0","0,0","1,0","6 906,0","7 463,0","862,0","1 135,0"
"519,0","426,0","431,0","608,0","776,0","324,0","205,0","85,0","14,0","13,0","774,0","801,0","722,0","850,0","0,0","1,0","6 889,0","6 261,0","803,0","1 071,0"
"595,0","408,0","419,0","565,0","824,0","352,0","236,0","108,0","15,0","13,0","755,0","758,0","730,0","872,0","0,0","1,0","7 055,0","6 261,0","734,0","1 071,0"
"614,0","391,0","379,0","509,0","940,0","384,0","257,0","128,0","17,0","11,0","702,0","709,0","742,0","890,0","1,0","1,0","7 156,0","6 261,0","770,0","1 071,0"
"609,0","368,0","374,0","460,0","984,0","416,0","269,0","143,0","20,0","12,0","655,0","671,0","754,0","914,0","0,0","1,0","7 278,0","6 261,0","860,0","1 071,0"
"627,0","365,0","445,0","419,0","1 000,0","448,0","287,0","161,0","26,0","14,0","807,0","671,0","764,0","928,0","3,0","1,0","7 436,0","6 677,0","810,0","930,0"
"690,0","385,0","429,0","389,0","1 044,0","484,0","290,0","179,0","30,0","15,0","829,0","703,0","704,0","938,0","0,0","2,0","7 461,0","6 677,0","810,0","930,0"
"708,0","407,0","451,0","382,0","1 040,0","520,0","276,0","196,0","34,0","18,0","862,0","763,0","710,0","950,0","0,0","2,0","7 551,0","6 677,0","904,0","930,0"
"657,0","436,0","479,0","395,0","1 072,0","556,0","276,0","211,0","36,0","21,0","866,0","837,0","629,0","961,0","0,0","2,0","7 668,0","6 677,0","827,0","930,0"
"620,0","471,0","518,0","409,0","1 136,0","596,0","283,0","224,0","37,0","24,0","1 006,0","883,0","627,0","962,0","0,0","2,0","7 755,0","7 153,0","725,0","855,0"
"614,0","516,0","573,0","428,0","1 144,0","632,0","289,0","239,0","40,0","24,0","1 089,0","934,0","620,0","961,0","0,0","2,0","7 720,0","7 153,0","685,0","855,0"
"631,0","561,0","646,0","444,0","1 152,0","672,0","301,0","253,0","41,0","26,0","1 139,0","984,0","610,0","955,0","0,0","3,0","7 734,0","7 153,0","627,0","855,0"
"641,0","606,0","646,0","460,0","1 120,0","708,0","307,0","268,0","39,0","27,0","1 133,0","1 030,0","607,0","953,0","0,0","3,0","7 886,0","7 153,0","621,0","855,0"
"683,0","653,0","828,0","489,0","1 096,0","740,0","467,0","289,0","40,0","29,0","1 340,0","1 034,0","652,0","879,0","0,0","3,0","8 023,0","7 615,0","598,0","772,0"
"798,0","715,0","886,0","544,0","1 108,0","764,0","461,0","312,0","46,0","35,0","1 409,0","1 161,0","674,0","902,0","0,0","4,0","8 237,0","7 615,0","582,0","772,0"
"817,0","775,0","1 058,0","587,0","1 160,0","788,0","472,0","336,0","42,0","39,0","1 624,0","1 255,0","764,0","928,0","1,0","4,0","8 410,0","7 615,0","625,0","772,0"
"915,0","835,0","1 222,0","635,0","1 112,0","808,0","495,0","360,0","47,0","43,0","1 786,0","1 319,0","833,0","953,0","1,0","5,0","8 644,0","7 615,0","660,0","772,0"
"988,0","926,0","1 092,0","673,0","1 096,0","824,0","495,0","396,0","51,0","45,0","1 624,0","1 357,0","876,0","985,0","1,0","5,0","8 749,0","8 303,0","744,0","797,0"
"1 052,0","1 029,0","1 271,0","706,0","1 096,0","828,0","528,0","438,0","52,0","46,0","1 838,0","1 377,0","852,0","1 018,0","1,0","6,0","8 840,0","8 303,0","792,0","797,0"
"1 260,0","1 131,0","1 382,0","750,0","1 096,0","828,0","568,0","481,0","54,0","52,0","1 984,0","1 414,0","837,0","1 050,0","2,0","8,0","8 976,0","8 303,0","845,0","797,0"
"1 467,0","1 233,0","1 430,0","798,0","1 064,0","828,0","638,0","523,0","47,0","59,0","2 039,0","1 467,0","841,0","1 081,0","2,0","9,0","9 107,0","8 303,0","887,0","797,0"
"1 661,0","1 356,0","1 370,0","844,0","1 000,0","832,0","713,0","624,0","45,0","64,0","1 962,0","1 530,0","824,0","1 116,0","2,0","10,0","9 238,0","8 953,0","974,0","893,0"
"1 798,0","1 532,0","1 444,0","922,0","944,0","844,0","804,0","747,0","53,0","75,0","2 077,0","1 697,0","892,0","1 172,0","3,0","11,0","9 367,0","8 953,0","1 016,0","893,0"
"1 968,0","1 707,0","1 483,0","1 010,0","920,0","856,0","897,0","870,0","63,0","85,0","2 189,0","1 862,0","1 042,0","1 227,0","3,0","13,0","9 329,0","8 953,0","981,0","893,0"
"2 108,0","1 884,0","1 486,0","1 107,0","904,0","868,0","987,0","992,0","62,0","96,0","2 301,0","2 044,0","1 191,0","1 283,0","6,0","15,0","9 121,0","8 953,0","901,0","893,0"
"2 290,0","2 100,0","1 506,0","1 209,0","852,0","888,0","1 180,0","1 167,0","61,0","105,0","2 454,0","2 254,0","1 331,0","1 348,0","7,0","17,0","8 946,0","9 007,0","890,0","970,0"
"2 530,0","2 392,0","1 522,0","1 389,0","796,0","912,0","1 377,0","1 364,0","70,0","126,0","2 704,0","2 665,0","1 486,0","1 429,0","12,0","19,0","8 897,0","9 007,0","895,0","970,0"
"2 799,0","2 681,0","1 562,0","1 574,0","724,0","940,0","1 589,0","1 560,0","82,0","146,0","3 048,0","3 074,0","1 593,0","1 503,0","15,0","22,0","8 784,0","9 007,0","967,0","970,0"
"3 213,0","2 972,0","1 731,0","1 780,0","728,0","968,0","1 785,0","1 756,0","104,0","167,0","3 561,0","3 494,0","1 681,0","1 581,0","22,0","24,0","8 676,0","9 007,0","1 026,0","970,0"
"3 605,0","3 301,0","2 048,0","1 977,0","744,0","1 000,0","1 992,0","1 911,0","128,0","187,0","4 202,0","3 920,0","1 795,0","1 669,0","26,0","27,0","8 642,0","10 054,0","1 041,0","1 080,0"
"3 976,0","3 650,0","2 289,0","2 180,0","744,0","1 032,0","2 123,0","2 055,0","146,0","213,0","4 934,0","4 371,0","1 950,0","1 776,0","30,0","32,0","8 686,0","10 054,0","1 066,0","1 080,0"
"4 401,0","4 000,0","2 508,0","2 375,0","748,0","1 064,0","2 252,0","2 200,0","170,0","239,0","5 706,0","4 827,0","2 140,0","1 885,0","34,0","36,0","8 844,0","10 054,0","1 079,0","1 080,0"
"4 769,0","4 332,0","2 729,0","2 533,0","764,0","1 092,0","2 399,0","2 344,0","190,0","261,0","6 393,0","5 250,0","2 319,0","1 995,0","40,0","40,0","9 259,0","10 054,0","1 113,0","1 080,0"
"5 129,0","4 590,0","2 976,0","2 669,0","796,0","1 120,0","2 532,0","2 424,0","216,0","284,0","7 090,0","5 661,0","2 544,0","2 107,0","37,0","44,0","9 534,0","11 444,0","1 132,0","1 127,0"
"5 501,0","4 769,0","3 249,0","2 785,0","1 108,0","1 148,0","2 741,0","2 477,0","255,0","305,0","7 686,0","6 052,0","2 959,0","2 243,0","44,0","50,0","9 762,0","11 444,0","1 105,0","1 127,0"
"5 855,0","4 936,0","3 500,0","2 882,0","864,0","1 180,0","2 876,0","2 530,0","287,0","324,0","8 082,0","6 423,0","3 478,0","2 379,0","47,0","55,0","9 968,0","11 444,0","1 102,0","1 127,0"
"6 188,0","5 091,0","3 680,0","2 964,0","936,0","1 204,0","2 947,0","2 583,0","305,0","341,0","8 559,0","6 773,0","3 943,0","2 514,0","50,0","61,0","10 297,0","11 444,0","1 139,0","1 127,0"
"6 370,0","5 202,0","3 823,0","3 048,0","988,0","1 228,0","3 017,0","2 613,0","311,0","359,0","8 880,0","7 099,0","4 194,0","2 649,0","51,0","66,0","10 622,0","12 119,0","1 144,0","1 200,0"
"6 544,0","5 259,0","3 895,0","3 107,0","1 048,0","1 244,0","3 124,0","2 641,0","318,0","371,0","9 199,0","7 325,0","4 411,0","2 797,0","54,0","74,0","10 968,0","12 119,0","1 152,0","1 200,0"
"6 681,0","5 311,0","3 874,0","3 142,0","1 112,0","1 260,0","3 170,0","2 669,0","325,0","378,0","9 251,0","7 501,0","4 677,0","2 885,0","55,0","81,0","11 181,0","12 119,0","1 144,0","1 200,0"
"6 741,0","5 354,0","3 965,0","3 156,0","1 168,0","1 272,0","3 191,0","2 697,0","338,0","380,0","9 381,0","7 620,0","4 874,0","3 016,0","57,0","88,0","11 297,0","12 119,0","1 172,0","1 200,0"
"6 830,0","5 338,0","3 985,0","3 152,0","1 200,0","1 284,0","3 212,0","2 698,0","326,0","378,0","9 515,0","7 677,0","5 048,0","3 127,0","58,0","96,0","11 320,0","12 202,0","1 167,0","1 210,0"
"6 894,0","5 266,0","3 920,0","3 141,0","1 196,0","1 272,0","3 263,0","2 678,0","332,0","375,0","9 551,0","7 692,0","5 148,0","3 206,0","67,0","106,0","11 448,0","12 202,0","1 115,0","1 210,0"
"6 828,0","5 193,0","3 882,0","3 129,0","1 184,0","1 260,0","3 182,0","2 658,0","335,0","372,0","9 532,0","7 707,0","5 176,0","3 277,0","82,0","117,0","11 485,0","12 202,0","1 099,0","1 210,0"
"6 749,0","5 107,0","3 890,0","3 098,0","1 212,0","1 248,0","3 153,0","2 639,0","365,0","364,0","9 421,0","7 663,0","5 237,0","3 336,0","110,0","127,0","11 455,0","12 202,0","1 119,0","1 210,0"
"6 395,0","4 956,0","3 765,0","3 028,0","1 240,0","1 240,0","3 076,0","2 601,0","373,0","355,0","8 885,0","7 440,0","5 340,0","3 372,0","138,0","136,0","11 140,0","11 977,0","1 138,0","1 186,0"
"6 240,0","4 778,0","3 751,0","2 996,0","1 280,0","1 228,0","3 026,0","2 552,0","369,0","341,0","8 716,0","7 295,0","5 389,0","3 373,0","156,0","146,0","10 961,0","11 977,0","1 186,0","1 186,0"
"6 100,0","4 601,0","3 720,0","2 960,0","1 312,0","1 220,0","2 980,0","2 503,0","358,0","327,0","8 491,0","7 151,0","5 291,0","3 368,0","169,0","155,0","10 884,0","11 977,0","1 214,0","1 186,0"
"5 927,0","4 423,0","3 662,0","2 922,0","1 356,0","1 212,0","2 985,0","2 454,0","356,0","312,0","8 379,0","6 999,0","5 125,0","3 367,0","196,0","164,0","10 728,0","11 977,0","1 231,0","1 186,0"
"5 666,0","4 252,0","3 585,0","2 881,0","1 332,0","1 208,0","2 993,0","2 420,0","350,0","297,0","8 198,0","6 840,0","5 048,0","3 342,0","227,0","174,0","10 418,0","11 337,0","1 224,0","1 148,0"
"5 406,0","4 084,0","3 569,0","2 838,0","1 264,0","1 220,0","3 007,0","2 394,0","339,0","283,0","7 954,0","6 652,0","4 884,0","3 275,0","247,0","182,0","10 262,0","11 337,0","1 206,0","1 148,0"
"5 115,0","3 917,0","3 552,0","2 794,0","1 248,0","1 228,0","2 988,0","2 367,0","332,0","268,0","7 748,0","6 460,0","4 736,0","3 196,0","270,0","191,0","10 197,0","11 337,0","1 221,0","1 148,0"
"4 819,0","3 749,0","3 526,0","2 749,0","1 268,0","1 236,0","2 969,0","2 341,0","316,0","256,0","7 533,0","6 267,0","4 618,0","3 121,0","287,0","200,0","10 040,0","11 337,0","1 225,0","1 148,0"
"4 528,0","4 545,0","3 500,0","3 289,0","1 272,0","1 304,0","2 981,0","2 690,0","323,0","295,0","7 324,0","7 265,0","4 440,0","4 251,0","303,0","328,0","9 972,0","10 474,0","1 183,0","1 179,0"
"4 232,0","4 307,0","3 434,0","3 194,0","1 236,0","1 300,0","2 967,0","2 677,0","308,0","286,0","7 032,0","7 078,0","4 198,0","4 114,0","319,0","330,0","9 834,0","10 474,0","1 148,0","1 179,0"
"4 014,0","4 062,0","3 330,0","3 106,0","1 224,0","1 292,0","2 920,0","2 719,0","295,0","290,0","6 752,0","6 850,0","4 006,0","3 970,0","335,0","332,0","9 768,0","10 474,0","1 078,0","1 179,0"
"3 836,0","3 847,0","3 226,0","3 029,0","1 236,0","1 288,0","2 895,0","2 729,0","281,0","279,0","6 541,0","6 625,0","3 717,0","3 831,0","318,0","331,0","9 630,0","10 474,0","1 028,0","1 179,0"
"3 643,0","3 672,0","3 078,0","2 976,0","1 252,0","1 272,0","2 900,0","2 737,0","283,0","269,0","6 278,0","6 384,0","3 486,0","3 627,0","311,0","322,0","9 459,0","9 843,0","1 011,0","1 119,0"
"3 480,0","3 531,0","2 969,0","2 907,0","1 220,0","1 248,0","2 949,0","2 754,0","270,0","259,0","6 011,0","6 147,0","3 329,0","3 482,0","317,0","319,0","9 319,0","9 843,0","1 038,0","1 119,0"
"3 317,0","3 393,0","2 837,0","2 828,0","1 188,0","1 260,0","2 958,0","2 782,0","248,0","260,0","5 761,0","5 908,0","3 249,0","3 333,0","319,0","316,0","9 129,0","9 843,0","1 044,0","1 119,0"
"3 157,0","3 257,0","2 726,0","2 743,0","1 144,0","1 268,0","2 945,0","2 831,0","223,0","248,0","5 549,0","5 676,0","3 178,0","3 140,0","309,0","313,0","8 925,0","9 843,0","1 056,0","1 119,0"
"3 050,0","3 135,0","2 617,0","2 655,0","1 132,0","1 272,0","2 930,0","2 838,0","206,0","230,0","5 426,0","5 472,0","3 071,0","2 999,0","315,0","309,0","8 932,0","9 141,0","1 013,0","1 062,0"
"2 947,0","3 046,0","2 528,0","2 573,0","1 120,0","1 276,0","2 888,0","2 808,0","199,0","210,0","5 294,0","5 272,0","2 971,0","2 922,0","317,0","315,0","8 903,0","9 141,0","938,0","1 062,0"
"2 871,0","2 952,0","2 411,0","2 490,0","1 172,0","1 288,0","2 913,0","2 778,0","185,0","195,0","5 166,0","5 108,0","2 933,0","2 905,0","292,0","309,0","8 842,0","9 141,0","865,0","1 062,0"
"2 814,0","2 871,0","2 295,0","2 404,0","1 208,0","1 304,0","2 858,0","2 779,0","166,0","190,0","5 076,0","5 063,0","2 884,0","2 858,0","262,0","302,0","8 852,0","9 141,0","794,0","1 062,0"
"2 775,0","2 809,0","2 180,0","2 233,0","1 240,0","1 316,0","2 877,0","2 811,0","154,0","179,0","4 935,0","4 935,0","2 763,0","2 789,0","230,0","296,0","8 777,0","8 729,0","764,0","1 006,0"
"2 754,0","2 778,0","2 082,0","2 157,0","1 312,0","1 316,0","2 947,0","2 786,0","145,0","163,0","4 767,0","4 876,0","2 675,0","2 751,0","217,0","296,0","8 730,0","8 729,0","751,0","1 006,0"
"2 738,0","2 740,0","1 982,0","2 084,0","1 404,0","1 328,0","2 949,0","2 835,0","131,0","153,0","4 569,0","4 764,0","2 617,0","2 695,0","225,0","301,0","8 680,0","8 729,0","751,0","1 006,0"
"2 724,0","2 704,0","1 916,0","2 014,0","1 472,0","1 344,0","2 967,0","2 879,0","125,0","144,0","4 387,0","4 673,0","2 577,0","2 660,0","249,0","317,0","8 622,0","8 729,0","771,0","1 006,0"
"2 706,0","2 691,0","1 892,0","1 949,0","1 508,0","1 356,0","3 020,0","2 930,0","123,0","133,0","4 238,0","4 512,0","2 532,0","2 604,0","249,0","323,0","8 559,0","8 594,0","788,0","955,0"
"2 675,0","2 696,0","1 865,0","1 907,0","1 524,0","1 360,0","2 989,0","2 935,0","123,0","129,0","4 113,0","4 380,0","2 530,0","2 572,0","240,0","329,0","8 543,0","8 594,0","732,0","955,0"
"2 646,0","2 694,0","1 846,0","1 864,0","1 524,0","1 364,0","3 046,0","2 936,0","119,0","128,0","4 047,0","4 250,0","2 531,0","2 551,0","230,0","339,0","8 439,0","8 594,0","713,0","955,0"
"2 640,0","2 695,0","1 831,0","1 825,0","1 536,0","1 368,0","3 070,0","2 939,0","125,0","126,0","4 005,0","4 130,0","2 549,0","2 547,0","238,0","352,0","8 448,0","8 594,0","720,0","955,0"
"2 632,0","2 679,0","1 817,0","1 785,0","1 584,0","1 376,0","3 131,0","3 007,0","125,0","123,0","3 972,0","4 035,0","2 557,0","2 555,0","261,0","373,0","8 490,0","8 697,0","756,0","932,0"
"2 626,0","2 647,0","1 794,0","1 754,0","1 616,0","1 400,0","3 198,0","3 065,0","121,0","127,0","3 963,0","3 995,0","2 538,0","2 564,0","299,0","401,0","8 392,0","8 697,0","865,0","932,0"
"2 574,0","2 614,0","1 779,0","1 723,0","1 584,0","1 412,0","3 261,0","3 147,0","120,0","126,0","3 989,0","3 956,0","2 521,0","2 547,0","325,0","425,0","8 293,0","8 697,0","931,0","932,0"
"2 551,0","2 559,0","1 763,0","1 695,0","1 532,0","1 428,0","3 350,0","3 234,0","114,0","122,0","4 030,0","3 929,0","2 528,0","2 577,0","346,0","454,0","8 110,0","8 697,0","932,0","932,0"
"2 618,0","2 537,0","1 775,0","1 716,0","1 536,0","1 440,0","3 517,0","3 325,0","110,0","120,0","4 122,0","4 005,0","2 550,0","2 570,0","377,0","484,0","8 036,0","8 674,0","904,0","895,0"
